id,masv,hoten,sdt,diachi,lop,ma_nganh,ngay_sinh,gioi_tinh,ghi_chu
273,SV00273,Sinh viên 273,0914588612,Hạ Long 273,KT4,KT,05/09/2002,Nam,
274,SV00274,Sinh viên 274,0984957401,Hạ Long 274,QTKD1,QTKD,03/05/2002,Nữ,
275,SV00275,Sinh viên 275,0963509315,Hạ Long 275,NN4,NN,13/02/2001,Nữ,
276,SV00276,Sinh viên 276,0996295135,Hạ Long 276,KT4,KT,20/09/2001,Nam,
277,SV00277,Sinh viên 277,0985969821,Hạ Long 277,QTKD5,QTKD,12/01/2005,Nam,
278,SV00278,Sinh viên 278,0927081174,Hạ Long 278,CNTT5,CNTT,23/12/2000,Nam,
279,SV00279,Sinh viên 279,0996856256,Hạ Long 279,DL3,DL,18/12/2001,Nữ,
280,SV00280,Sinh viên 280,0959467495,Hạ Long 280,NN3,NN,14/12/2005,Nữ,
281,SV00281,Sinh viên 281,0949066143,Hạ Long 281,CNTT5,CNTT,19/03/2003,Nữ,
282,SV00282,Sinh viên 282,0965801170,Hạ Long 282,QTKD2,QTKD,23/11/2002,Nam,
283,SV00283,Sinh viên 283,0959947654,Hạ Long 283,QTKD3,QTKD,15/04/2001,Nam,
284,SV00284,Sinh viên 284,0990552070,Hạ Long 284,KT2,KT,14/07/2000,Nữ,
285,SV00285,Sinh viên 285,0910855424,Hạ Long 285,CNTT3,CNTT,20/03/2002,Nữ,
286,SV00286,Sinh viên 286,0977074167,Hạ Long 286,NN3,NN,28/05/2002,Nam,
287,SV00287,Sinh viên 287,0941194379,Hạ Long 287,KT2,KT,22/12/2004,Nữ,
288,SV00288,Sinh viên 288,0987931815,Hạ Long 288,DL3,DL,06/01/2004,Nam,
289,SV00289,Sinh viên 289,0995665440,Hạ Long 289,KT4,KT,17/10/2003,Nam,
290,SV00290,Sinh viên 290,0913846441,Hạ Long 290,CNTT4,CNTT,23/07/2002,Nam,
291,SV00291,Sinh viên 291,0976178684,Hạ Long 291,CNTT4,CNTT,19/02/2001,Nam,
292,SV00292,Sinh viên 292,0999437722,Hạ Long 292,DL2,DL,25/03/2003,Nữ,
293,SV00293,Sinh viên 293,0994371188,Hạ Long 293,QTKD2,QTKD,26/08/2002,Nữ,
294,SV00294,Sinh viên 294,0935341895,Hạ Long 294,QTKD2,QTKD,26/01/2003,Nữ,
295,SV00295,Sinh viên 295,0912433198,Hạ Long 295,DL4,DL,20/07/2000,Nữ,
296,SV00296,Sinh viên 296,0916139642,Hạ Long 296,KT3,KT,06/07/2000,Nữ,
297,SV00297,Sinh viên 297,0988975576,Hạ Long 297,QTKD5,QTKD,17/12/2002,Nam,
298,SV00298,Sinh viên 298,0983991663,Hạ Long 298,KT1,KT,12/08/2003,Nam,
299,SV00299,Sinh viên 299,0982273825,Hạ Long 299,DL1,DL,10/03/2004,Nam,
300,SV00300,Sinh viên 300,0917905736,Hạ Long 300,NN4,NN,25/01/2003,Nữ,
301,SV00301,Sinh viên 301,0979706710,Hạ Long 301,KT3,KT,04/04/2004,Nữ,
302,SV00302,Sinh viên 302,0959629456,Hạ Long 302,KT5,KT,25/11/2001,Nam,
303,SV00303,Sinh viên 303,0930093119,Hạ Long 303,KT3,KT,02/10/2002,Nữ,
304,SV00304,Sinh viên 304,0969238613,Hạ Long 304,QTKD3,QTKD,25/02/2002,Nữ,
305,SV00305,Sinh viên 305,0967761353,Hạ Long 305,QTKD3,QTKD,20/08/2004,Nam,
306,SV00306,Sinh viên 306,0949756185,Hạ Long 306,NN4,NN,04/04/2005,Nam,
307,SV00307,Sinh viên 307,0939563345,Hạ Long 307,CNTT4,CNTT,08/12/2000,Nữ,
308,SV00308,Sinh viên 308,0984684300,Hạ Long 308,KT2,KT,17/01/2005,Nữ,
309,SV00309,Sinh viên 309,0997061489,Hạ Long 309,NN1,NN,02/02/2003,Nam,
310,SV00310,Sinh viên 310,0913865316,Hạ Long 310,CNTT4,CNTT,02/12/2003,Nữ,
311,SV00311,Sinh viên 311,0950022636,Hạ Long 311,CNTT5,CNTT,17/11/2000,Nam,
312,SV00312,Sinh viên 312,0942513900,Hạ Long 312,KT4,KT,12/09/2004,Nữ,
313,SV00313,Sinh viên 313,0913066637,Hạ Long 313,CNTT5,CNTT,18/11/2003,Nam,
314,SV00314,Sinh viên 314,0994080853,Hạ Long 314,KT4,KT,12/12/2002,Nam,
315,SV00315,Sinh viên 315,0953135182,Hạ Long 315,KT3,KT,12/06/2000,Nữ,
316,SV00316,Sinh viên 316,0975817173,Hạ Long 316,DL3,DL,04/01/2004,Nữ,
317,SV00317,Sinh viên 317,0966460569,Hạ Long 317,CNTT3,CNTT,19/03/2003,Nữ,
318,SV00318,Sinh viên 318,0966016472,Hạ Long 318,NN3,NN,15/07/2004,Nữ,
319,SV00319,Sinh viên 319,0938819448,Hạ Long 319,CNTT1,CNTT,22/09/2003,Nam,
320,SV00320,Sinh viên 320,0912589577,Hạ Long 320,DL5,DL,08/05/2001,Nữ,
321,SV00321,Sinh viên 321,0978071699,Hạ Long 321,KT3,KT,17/01/2004,Nữ,
322,SV00322,Sinh viên 322,0958425963,Hạ Long 322,CNTT3,CNTT,18/12/2003,Nữ,
323,SV00323,Sinh viên 323,0939280092,Hạ Long 323,NN4,NN,23/05/2000,Nữ,
324,SV00324,Sinh viên 324,0954498584,Hạ Long 324,QTKD1,QTKD,05/05/2005,Nữ,
325,SV00325,Sinh viên 325,0972981828,Hạ Long 325,NN4,NN,05/03/2002,Nữ,
326,SV00326,Sinh viên 326,0927731938,Hạ Long 326,QTKD2,QTKD,15/04/2003,Nam,
327,SV00327,Sinh viên 327,0971451596,Hạ Long 327,NN3,NN,25/09/2001,Nữ,
328,SV00328,Sinh viên 328,0958591528,Hạ Long 328,CNTT1,CNTT,28/01/2000,Nam,
329,SV00329,Sinh viên 329,0975965857,Hạ Long 329,DL3,DL,23/02/2005,Nữ,
330,SV00330,Sinh viên 330,0977886010,Hạ Long 330,DL1,DL,19/04/2005,Nam,
331,SV00331,Sinh viên 331,0961415861,Hạ Long 331,DL5,DL,10/12/2000,Nữ,
332,SV00332,Sinh viên 332,0945364596,Hạ Long 332,QTKD3,QTKD,24/12/2005,Nữ,
333,SV00333,Sinh viên 333,0977589941,Hạ Long 333,QTKD1,QTKD,03/12/2005,Nữ,
334,SV00334,Sinh viên 334,0955964730,Hạ Long 334,KT1,KT,26/05/2002,Nam,
335,SV00335,Sinh viên 335,0985464125,Hạ Long 335,NN1,NN,27/12/2000,Nam,
336,SV00336,Sinh viên 336,0946159275,Hạ Long 336,DL4,DL,23/07/2003,Nam,
337,SV00337,Sinh viên 337,0936793682,Hạ Long 337,KT4,KT,02/04/2000,Nam,
338,SV00338,Sinh viên 338,0941519823,Hạ Long 338,NN1,NN,01/02/2000,Nữ,
339,SV00339,Sinh viên 339,0985109267,Hạ Long 339,QTKD1,QTKD,21/02/2004,Nam,
340,SV00340,Sinh viên 340,0936873826,Hạ Long 340,NN5,NN,22/10/2000,Nam,
341,SV00341,Sinh viên 341,0974908043,Hạ Long 341,QTKD4,QTKD,13/09/2004,Nữ,
342,SV00342,Sinh viên 342,0946956736,Hạ Long 342,KT3,KT,22/03/2000,Nữ,
343,SV00343,Sinh viên 343,0965373252,Hạ Long 343,NN3,NN,24/03/2002,Nữ,
344,SV00344,Sinh viên 344,0944521747,Hạ Long 344,NN3,NN,26/07/2002,Nam,
345,SV00345,Sinh viên 345,0937173223,Hạ Long 345,DL3,DL,04/01/2004,Nữ,
346,SV00346,Sinh viên 346,0989389577,Hạ Long 346,CNTT1,CNTT,06/09/2002,Nam,
347,SV00347,Sinh viên 347,0958255893,Hạ Long 347,CNTT4,CNTT,17/11/2004,Nam,
348,SV00348,Sinh viên 348,0927335812,Hạ Long 348,QTKD2,QTKD,22/03/2002,Nam,
349,SV00349,Sinh viên 349,0968582009,Hạ Long 349,KT3,KT,23/09/2005,Nữ,
350,SV00350,Sinh viên 350,0973320905,Hạ Long 350,QTKD5,QTKD,08/05/2002,Nam,
351,SV00351,Sinh viên 351,0939588241,Hạ Long 351,CNTT4,CNTT,21/08/2000,Nam,
352,SV00352,Sinh viên 352,0937526748,Hạ Long 352,DL4,DL,23/07/2002,Nam,
353,SV00353,Sinh viên 353,0996639616,Hạ Long 353,DL4,DL,16/01/2004,Nam,
354,SV00354,Sinh viên 354,0981254865,Hạ Long 354,CNTT3,CNTT,04/08/2001,Nam,
355,SV00355,Sinh viên 355,0949797116,Hạ Long 355,CNTT5,CNTT,27/07/2004,Nữ,
356,SV00356,Sinh viên 356,0940800748,Hạ Long 356,QTKD5,QTKD,08/08/2001,Nam,
357,SV00357,Sinh viên 357,0917922758,Hạ Long 357,QTKD5,QTKD,22/04/2001,Nữ,
358,SV00358,Sinh viên 358,0937851771,Hạ Long 358,NN5,NN,28/03/2002,Nam,
359,SV00359,Sinh viên 359,0944213922,Hạ Long 359,DL1,DL,12/10/2005,Nữ,
360,SV00360,Sinh viên 360,0917340662,Hạ Long 360,DL5,DL,21/05/2003,Nam,
361,SV00361,Sinh viên 361,0948503065,Hạ Long 361,NN1,NN,04/04/2004,Nam,
362,SV00362,Sinh viên 362,0930669613,Hạ Long 362,CNTT4,CNTT,06/12/2004,Nữ,
363,SV00363,Sinh viên 363,0949930550,Hạ Long 363,DL5,DL,26/11/2001,Nam,
364,SV00364,Sinh viên 364,0987181363,Hạ Long 364,KT3,KT,14/08/2005,Nữ,
365,SV00365,Sinh viên 365,0981982291,Hạ Long 365,NN4,NN,11/03/2002,Nữ,
366,SV00366,Sinh viên 366,0978365983,Hạ Long 366,KT3,KT,19/04/2003,Nữ,
367,SV00367,Sinh viên 367,0920837386,Hạ Long 367,CNTT1,CNTT,17/11/2002,Nam,
368,SV00368,Sinh viên 368,0956240975,Hạ Long 368,KT1,KT,17/04/2003,Nữ,
369,SV00369,Sinh viên 369,0957356415,Hạ Long 369,QTKD2,QTKD,09/08/2001,Nữ,
370,SV00370,Sinh viên 370,0999469988,Hạ Long 370,QTKD1,QTKD,22/10/2004,Nữ,
371,SV00371,Sinh viên 371,0976804147,Hạ Long 371,QTKD3,QTKD,05/12/2004,Nữ,
372,SV00372,Sinh viên 372,0992868072,Hạ Long 372,KT5,KT,19/01/2005,Nam,
373,SV00373,Sinh viên 373,0910532416,Hạ Long 373,CNTT3,CNTT,27/10/2002,Nữ,
374,SV00374,Sinh viên 374,0918423993,Hạ Long 374,KT1,KT,19/10/2001,Nam,
375,SV00375,Sinh viên 375,0987085274,Hạ Long 375,NN5,NN,21/12/2001,Nữ,
376,SV00376,Sinh viên 376,0980237396,Hạ Long 376,QTKD1,QTKD,21/07/2002,Nữ,
377,SV00377,Sinh viên 377,0961354655,Hạ Long 377,NN5,NN,22/02/2003,Nữ,
378,SV00378,Sinh viên 378,0975388122,Hạ Long 378,NN1,NN,06/10/2004,Nữ,
379,SV00379,Sinh viên 379,0949228381,Hạ Long 379,CNTT4,CNTT,19/12/2005,Nam,
380,SV00380,Sinh viên 380,0911910774,Hạ Long 380,NN4,NN,17/11/2004,Nam,
381,SV00381,Sinh viên 381,0967750088,Hạ Long 381,NN5,NN,16/08/2002,Nam,
382,SV00382,Sinh viên 382,0930288741,Hạ Long 382,CNTT1,CNTT,10/05/2001,Nam,
383,SV00383,Sinh viên 383,0918444818,Hạ Long 383,QTKD1,QTKD,23/08/2001,Nữ,
384,SV00384,Sinh viên 384,0979879745,Hạ Long 384,NN4,NN,09/05/2003,Nữ,
385,SV00385,Sinh viên 385,0931041218,Hạ Long 385,NN1,NN,22/08/2004,Nữ,
386,SV00386,Sinh viên 386,0930595578,Hạ Long 386,CNTT4,CNTT,04/05/2000,Nữ,
387,SV00387,Sinh viên 387,0947960828,Hạ Long 387,KT1,KT,01/04/2005,Nam,
388,SV00388,Sinh viên 388,0978217797,Hạ Long 388,DL1,DL,20/11/2003,Nam,
389,SV00389,Sinh viên 389,0960047613,Hạ Long 389,DL3,DL,03/02/2003,Nữ,
390,SV00390,Sinh viên 390,0991397088,Hạ Long 390,QTKD3,QTKD,15/03/2005,Nữ,
391,SV00391,Sinh viên 391,0933646778,Hạ Long 391,CNTT2,CNTT,20/08/2004,Nữ,
392,SV00392,Sinh viên 392,0918632448,Hạ Long 392,DL2,DL,10/05/2002,Nam,
393,SV00393,Sinh viên 393,0915461958,Hạ Long 393,DL3,DL,24/02/2003,Nữ,
394,SV00394,Sinh viên 394,0921868040,Hạ Long 394,QTKD4,QTKD,15/10/2001,Nữ,
395,SV00395,Sinh viên 395,0958189716,Hạ Long 395,DL4,DL,05/11/2000,Nữ,
396,SV00396,Sinh viên 396,0934400486,Hạ Long 396,NN4,NN,28/07/2005,Nữ,
397,SV00397,Sinh viên 397,0993189772,Hạ Long 397,DL4,DL,17/05/2001,Nữ,
398,SV00398,Sinh viên 398,0950596197,Hạ Long 398,DL4,DL,20/06/2002,Nữ,
399,SV00399,Sinh viên 399,0957349452,Hạ Long 399,NN3,NN,18/01/2003,Nam,
400,SV00400,Sinh viên 400,0987482961,Hạ Long 400,QTKD5,QTKD,26/03/2001,Nam,
401,SV00401,Sinh viên 401,0978946974,Hạ Long 401,CNTT4,CNTT,26/03/2000,Nam,
402,SV00402,Sinh viên 402,0954510819,Hạ Long 402,DL4,DL,23/04/2004,Nam,
403,SV00403,Sinh viên 403,0991155484,Hạ Long 403,DL4,DL,16/12/2000,Nữ,
404,SV00404,Sinh viên 404,0929112119,Hạ Long 404,NN3,NN,18/04/2004,Nữ,
405,SV00405,Sinh viên 405,0997452078,Hạ Long 405,CNTT1,CNTT,16/08/2004,Nam,
406,SV00406,Sinh viên 406,0971614191,Hạ Long 406,KT4,KT,02/08/2003,Nam,
407,SV00407,Sinh viên 407,0958050541,Hạ Long 407,QTKD1,QTKD,06/09/2001,Nam,
408,SV00408,Sinh viên 408,0990849506,Hạ Long 408,QTKD3,QTKD,25/11/2000,Nam,
409,SV00409,Sinh viên 409,0995498181,Hạ Long 409,CNTT1,CNTT,15/07/2000,Nam,
410,SV00410,Sinh viên 410,0912719188,Hạ Long 410,KT3,KT,23/03/2003,Nữ,
411,SV00411,Sinh viên 411,0956930554,Hạ Long 411,CNTT3,CNTT,19/01/2002,Nam,
412,SV00412,Sinh viên 412,0953289082,Hạ Long 412,NN5,NN,10/02/2001,Nam,
413,SV00413,Sinh viên 413,0996757111,Hạ Long 413,QTKD5,QTKD,01/11/2000,Nam,
414,SV00414,Sinh viên 414,0910240334,Hạ Long 414,CNTT2,CNTT,16/02/2003,Nam,
415,SV00415,Sinh viên 415,0985377006,Hạ Long 415,CNTT2,CNTT,02/12/2005,Nam,
416,SV00416,Sinh viên 416,0980390769,Hạ Long 416,NN1,NN,22/12/2004,Nam,
417,SV00417,Sinh viên 417,0983629778,Hạ Long 417,CNTT2,CNTT,25/07/2002,Nam,
418,SV00418,Sinh viên 418,0982100066,Hạ Long 418,DL1,DL,01/06/2003,Nữ,
419,SV00419,Sinh viên 419,0954711115,Hạ Long 419,KT2,KT,26/12/2002,Nam,
420,SV00420,Sinh viên 420,0971328059,Hạ Long 420,NN5,NN,20/02/2005,Nữ,
421,SV00421,Sinh viên 421,0934271964,Hạ Long 421,KT3,KT,08/07/2003,Nam,
422,SV00422,Sinh viên 422,0969860904,Hạ Long 422,CNTT1,CNTT,20/12/2001,Nữ,
423,SV00423,Sinh viên 423,0998221120,Hạ Long 423,CNTT4,CNTT,08/02/2004,Nam,
424,SV00424,Sinh viên 424,0940635798,Hạ Long 424,KT4,KT,11/03/2003,Nữ,
425,SV00425,Sinh viên 425,0988895283,Hạ Long 425,KT4,KT,01/07/2004,Nữ,
426,SV00426,Sinh viên 426,0915802831,Hạ Long 426,DL4,DL,26/04/2003,Nữ,
427,SV00427,Sinh viên 427,0995664797,Hạ Long 427,QTKD3,QTKD,11/08/2005,Nam,
428,SV00428,Sinh viên 428,0934604849,Hạ Long 428,KT5,KT,10/02/2000,Nam,
429,SV00429,Sinh viên 429,0957998695,Hạ Long 429,KT4,KT,28/10/2003,Nữ,
430,SV00430,Sinh viên 430,0925385170,Hạ Long 430,KT5,KT,24/06/2005,Nữ,
431,SV00431,Sinh viên 431,0976242634,Hạ Long 431,DL3,DL,22/05/2000,Nam,
432,SV00432,Sinh viên 432,0960319905,Hạ Long 432,CNTT1,CNTT,23/11/2003,Nữ,
433,SV00433,Sinh viên 433,0974972279,Hạ Long 433,NN2,NN,03/11/2000,Nam,
434,SV00434,Sinh viên 434,0927072726,Hạ Long 434,CNTT4,CNTT,26/06/2001,Nam,
435,SV00435,Sinh viên 435,0910947965,Hạ Long 435,CNTT2,CNTT,12/02/2004,Nam,
436,SV00436,Sinh viên 436,0980210609,Hạ Long 436,KT5,KT,13/11/2005,Nữ,
437,SV00437,Sinh viên 437,0913490117,Hạ Long 437,DL5,DL,03/05/2004,Nữ,
438,SV00438,Sinh viên 438,0984166440,Hạ Long 438,CNTT3,CNTT,16/08/2004,Nam,
439,SV00439,Sinh viên 439,0911584722,Hạ Long 439,CNTT2,CNTT,23/07/2004,Nam,
440,SV00440,Sinh viên 440,0920186184,Hạ Long 440,CNTT2,CNTT,05/02/2003,Nam,
441,SV00441,Sinh viên 441,0937875177,Hạ Long 441,DL4,DL,09/12/2003,Nữ,
442,SV00442,Sinh viên 442,0926260681,Hạ Long 442,QTKD1,QTKD,18/07/2003,Nữ,
443,SV00443,Sinh viên 443,0964006916,Hạ Long 443,NN1,NN,06/12/2002,Nữ,
444,SV00444,Sinh viên 444,0924579190,Hạ Long 444,CNTT2,CNTT,05/12/2002,Nam,
445,SV00445,Sinh viên 445,0953888991,Hạ Long 445,KT5,KT,25/06/2000,Nam,
446,SV00446,Sinh viên 446,0976890240,Hạ Long 446,KT1,KT,13/06/2003,Nữ,
447,SV00447,Sinh viên 447,0989630783,Hạ Long 447,QTKD1,QTKD,25/09/2005,Nam,
448,SV00448,Sinh viên 448,0955640551,Hạ Long 448,QTKD1,QTKD,25/02/2005,Nữ,
449,SV00449,Sinh viên 449,0914725125,Hạ Long 449,KT5,KT,24/10/2005,Nữ,
450,SV00450,Sinh viên 450,0937963214,Hạ Long 450,DL3,DL,12/04/2001,Nam,
451,SV00451,Sinh viên 451,0987338102,Hạ Long 451,CNTT5,CNTT,15/08/2002,Nam,
452,SV00452,Sinh viên 452,0987170109,Hạ Long 452,NN5,NN,15/09/2000,Nữ,
453,SV00453,Sinh viên 453,0926877791,Hạ Long 453,CNTT3,CNTT,25/09/2002,Nữ,
454,SV00454,Sinh viên 454,0964399203,Hạ Long 454,KT5,KT,03/09/2003,Nữ,
455,SV00455,Sinh viên 455,0971383427,Hạ Long 455,NN2,NN,27/08/2004,Nam,
456,SV00456,Sinh viên 456,0947343810,Hạ Long 456,CNTT2,CNTT,16/06/2005,Nam,
457,SV00457,Sinh viên 457,0927430954,Hạ Long 457,NN2,NN,04/11/2005,Nữ,
458,SV00458,Sinh viên 458,0948226066,Hạ Long 458,QTKD2,QTKD,26/01/2004,Nữ,
459,SV00459,Sinh viên 459,0928863557,Hạ Long 459,DL5,DL,11/10/2003,Nam,
460,SV00460,Sinh viên 460,0952882499,Hạ Long 460,CNTT1,CNTT,10/12/2001,Nữ,
461,SV00461,Sinh viên 461,0983912530,Hạ Long 461,DL5,DL,22/04/2000,Nữ,
462,SV00462,Sinh viên 462,0972806441,Hạ Long 462,NN1,NN,15/06/2000,Nam,
463,SV00463,Sinh viên 463,0970821052,Hạ Long 463,QTKD3,QTKD,01/06/2002,Nam,
464,SV00464,Sinh viên 464,0958115201,Hạ Long 464,QTKD1,QTKD,13/01/2002,Nam,
465,SV00465,Sinh viên 465,0927658729,Hạ Long 465,QTKD4,QTKD,25/03/2005,Nam,
466,SV00466,Sinh viên 466,0985268240,Hạ Long 466,NN1,NN,17/08/2001,Nam,
467,SV00467,Sinh viên 467,0969629644,Hạ Long 467,KT2,KT,18/12/2002,Nam,
468,SV00468,Sinh viên 468,0953256172,Hạ Long 468,KT1,KT,19/05/2003,Nam,
469,SV00469,Sinh viên 469,0952262634,Hạ Long 469,QTKD3,QTKD,19/04/2003,Nam,
470,SV00470,Sinh viên 470,0977441592,Hạ Long 470,CNTT2,CNTT,21/04/2002,Nữ,
471,SV00471,Sinh viên 471,0930001882,Hạ Long 471,DL5,DL,24/07/2001,Nam,
472,SV00472,Sinh viên 472,0932381927,Hạ Long 472,QTKD3,QTKD,22/04/2000,Nam,
473,SV00473,Sinh viên 473,0949462526,Hạ Long 473,KT2,KT,18/08/2005,Nam,
474,SV00474,Sinh viên 474,0922470707,Hạ Long 474,CNTT5,CNTT,25/04/2000,Nữ,
475,SV00475,Sinh viên 475,0932637773,Hạ Long 475,NN3,NN,21/05/2005,Nam,
476,SV00476,Sinh viên 476,0936801072,Hạ Long 476,NN3,NN,05/09/2005,Nam,
477,SV00477,Sinh viên 477,0934812263,Hạ Long 477,CNTT5,CNTT,01/03/2001,Nam,
478,SV00478,Sinh viên 478,0972824832,Hạ Long 478,DL2,DL,13/12/2003,Nữ,
479,SV00479,Sinh viên 479,0982938454,Hạ Long 479,DL1,DL,23/07/2002,Nam,
480,SV00480,Sinh viên 480,0919679266,Hạ Long 480,KT1,KT,10/09/2005,Nữ,
481,SV00481,Sinh viên 481,0940042719,Hạ Long 481,CNTT4,CNTT,02/08/2001,Nữ,
482,SV00482,Sinh viên 482,0914141240,Hạ Long 482,DL4,DL,22/01/2003,Nữ,
483,SV00483,Sinh viên 483,0981541155,Hạ Long 483,KT3,KT,18/06/2002,Nữ,
484,SV00484,Sinh viên 484,0922761617,Hạ Long 484,QTKD3,QTKD,02/04/2002,Nam,
485,SV00485,Sinh viên 485,0935391012,Hạ Long 485,CNTT1,CNTT,16/12/2001,Nam,
486,SV00486,Sinh viên 486,0942826498,Hạ Long 486,DL4,DL,20/06/2002,Nữ,
487,SV00487,Sinh viên 487,0914800481,Hạ Long 487,NN2,NN,11/09/2000,Nữ,
488,SV00488,Sinh viên 488,0923860669,Hạ Long 488,KT1,KT,09/02/2004,Nữ,
489,SV00489,Sinh viên 489,0970298251,Hạ Long 489,KT4,KT,01/08/2003,Nam,
490,SV00490,Sinh viên 490,0956678651,Hạ Long 490,NN3,NN,25/06/2003,Nữ,
491,SV00491,Sinh viên 491,0932988685,Hạ Long 491,QTKD5,QTKD,13/03/2000,Nam,
492,SV00492,Sinh viên 492,0997104505,Hạ Long 492,KT4,KT,12/10/2002,Nữ,
493,SV00493,Sinh viên 493,0941486727,Hạ Long 493,KT1,KT,13/11/2004,Nữ,
494,SV00494,Sinh viên 494,0969050045,Hạ Long 494,CNTT2,CNTT,21/01/2004,Nam,
495,SV00495,Sinh viên 495,0970060053,Hạ Long 495,NN3,NN,15/05/2002,Nữ,
496,SV00496,Sinh viên 496,0968553740,Hạ Long 496,KT4,KT,16/04/2000,Nữ,
497,SV00497,Sinh viên 497,0964642878,Hạ Long 497,KT4,KT,16/04/2004,Nam,
498,SV00498,Sinh viên 498,0990656455,Hạ Long 498,KT3,KT,13/02/2004,Nam,
499,SV00499,Sinh viên 499,0936584377,Hạ Long 499,QTKD5,QTKD,13/09/2002,Nữ,
500,SV00500,Sinh viên 500,0985469292,Hạ Long 500,DL5,DL,07/11/2002,Nữ,
501,SV00501,Sinh viên 501,0944434213,Hạ Long 501,DL1,DL,27/10/2004,Nữ,
502,SV00502,Sinh viên 502,0937006842,Hạ Long 502,CNTT2,CNTT,16/10/2004,Nữ,
503,SV00503,Sinh viên 503,0952366856,Hạ Long 503,DL5,DL,08/06/2004,Nữ,
504,SV00504,Sinh viên 504,0984468537,Hạ Long 504,QTKD1,QTKD,05/10/2000,Nam,
505,SV00505,Sinh viên 505,0982249135,Hạ Long 505,CNTT3,CNTT,12/05/2001,Nữ,
506,SV00506,Sinh viên 506,0976458157,Hạ Long 506,KT4,KT,13/08/2005,Nam,
507,SV00507,Sinh viên 507,0986381514,Hạ Long 507,DL3,DL,12/12/2004,Nữ,
508,SV00508,Sinh viên 508,0989777111,Hạ Long 508,DL1,DL,05/01/2002,Nam,
509,SV00509,Sinh viên 509,0982839325,Hạ Long 509,KT2,KT,12/02/2001,Nam,
510,SV00510,Sinh viên 510,0953823375,Hạ Long 510,QTKD3,QTKD,12/02/2005,Nam,
511,SV00511,Sinh viên 511,0925970148,Hạ Long 511,NN5,NN,11/10/2001,Nữ,
512,SV00512,Sinh viên 512,0956537445,Hạ Long 512,KT4,KT,25/03/2005,Nam,
513,SV00513,Sinh viên 513,0998618779,Hạ Long 513,CNTT3,CNTT,22/07/2003,Nam,
514,SV00514,Sinh viên 514,0977298793,Hạ Long 514,KT1,KT,07/12/2000,Nam,
515,SV00515,Sinh viên 515,0910095801,Hạ Long 515,QTKD5,QTKD,04/04/2002,Nam,
516,SV00516,Sinh viên 516,0995012157,Hạ Long 516,KT5,KT,26/03/2000,Nam,
517,SV00517,Sinh viên 517,0966061835,Hạ Long 517,CNTT5,CNTT,02/06/2003,Nam,
518,SV00518,Sinh viên 518,0959346683,Hạ Long 518,KT4,KT,03/02/2005,Nam,
519,SV00519,Sinh viên 519,0973478084,Hạ Long 519,NN3,NN,24/05/2000,Nữ,
520,SV00520,Sinh viên 520,0948001332,Hạ Long 520,CNTT4,CNTT,22/06/2001,Nữ,
521,SV00521,Sinh viên 521,0922897105,Hạ Long 521,DL3,DL,19/11/2005,Nam,
522,SV00522,Sinh viên 522,0968890921,Hạ Long 522,KT3,KT,10/06/2001,Nữ,
523,SV00523,Sinh viên 523,0928819867,Hạ Long 523,KT1,KT,26/06/2002,Nữ,
524,SV00524,Sinh viên 524,0932938700,Hạ Long 524,DL3,DL,15/11/2004,Nữ,
525,SV00525,Sinh viên 525,0995528291,Hạ Long 525,DL4,DL,14/04/2005,Nữ,
526,SV00526,Sinh viên 526,0998210801,Hạ Long 526,DL5,DL,02/11/2001,Nữ,
527,SV00527,Sinh viên 527,0986202696,Hạ Long 527,DL4,DL,05/11/2005,Nữ,
528,SV00528,Sinh viên 528,0923111426,Hạ Long 528,NN3,NN,09/09/2003,Nữ,
529,SV00529,Sinh viên 529,0967895634,Hạ Long 529,DL4,DL,11/12/2003,Nam,
530,SV00530,Sinh viên 530,0999165527,Hạ Long 530,DL2,DL,07/07/2002,Nữ,
531,SV00531,Sinh viên 531,0995771756,Hạ Long 531,DL2,DL,09/04/2004,Nữ,
532,SV00532,Sinh viên 532,0994930632,Hạ Long 532,DL4,DL,25/02/2004,Nữ,
533,SV00533,Sinh viên 533,0994103034,Hạ Long 533,KT1,KT,10/04/2003,Nam,
534,SV00534,Sinh viên 534,0934524686,Hạ Long 534,DL5,DL,08/11/2005,Nữ,
535,SV00535,Sinh viên 535,0916975340,Hạ Long 535,KT2,KT,12/07/2000,Nữ,
536,SV00536,Sinh viên 536,0975820635,Hạ Long 536,CNTT3,CNTT,09/03/2004,Nam,
537,SV00537,Sinh viên 537,0917992901,Hạ Long 537,CNTT3,CNTT,01/09/2000,Nữ,
538,SV00538,Sinh viên 538,0919318933,Hạ Long 538,NN1,NN,16/04/2005,Nữ,
539,SV00539,Sinh viên 539,0933783427,Hạ Long 539,DL1,DL,06/08/2003,Nữ,
540,SV00540,Sinh viên 540,0938929349,Hạ Long 540,DL2,DL,25/05/2000,Nữ,
541,SV00541,Sinh viên 541,0940057157,Hạ Long 541,KT1,KT,01/07/2004,Nam,
542,SV00542,Sinh viên 542,0950138692,Hạ Long 542,QTKD4,QTKD,03/04/2005,Nam,
543,SV00543,Sinh viên 543,0927547613,Hạ Long 543,KT1,KT,05/07/2003,Nam,
544,SV00544,Sinh viên 544,0960461259,Hạ Long 544,NN1,NN,02/06/2002,Nam,
545,SV00545,Sinh viên 545,0940964685,Hạ Long 545,CNTT3,CNTT,26/06/2005,Nữ,
