id,masv,hoten,cc,dk1,dk2,dt,diem_trung_binh,ghi_chu
339,SV00339,Sinh viên 339,9.4,4.8,5.1,3.5,4.53,Yếu
340,SV00340,Sinh viên 340,7.9,5.1,4.1,6.2,5.89,Trung bình
341,SV00341,Sinh viên 341,8.3,3.6,8.7,5.4,5.92,Trung bình
342,SV00342,Sinh viên 342,9.9,5.5,3.9,9.6,8.16,Giỏi
343,SV00343,Sinh viên 343,7.4,6.9,3.7,7.8,7.01,Khá
344,SV00344,Sinh viên 344,6.4,8.2,4.0,2.6,4.03,Yếu
345,SV00345,Sinh viên 345,8.8,7.5,4.3,9.3,8.23,Giỏi
346,SV00346,Sinh viên 346,8.1,7.9,6.8,7.7,7.63,Khá
347,SV00347,Sinh viên 347,8.0,9.9,7.8,9.5,9.16,Giỏi
348,SV00348,Sinh viên 348,6.6,8.6,6.4,6.7,6.93,Khá
349,SV00349,Sinh viên 349,9.1,8.8,7.2,4.4,5.95,Trung bình
350,SV00350,Sinh viên 350,6.9,6.2,9.1,4.2,5.5,Trung bình
351,SV00351,Sinh viên 351,5.2,10.0,5.7,2.8,4.55,Yếu
352,SV00352,Sinh viên 352,7.2,5.1,9.8,5.2,6.08,Trung bình
353,SV00353,Sinh viên 353,6.5,6.7,7.1,8.4,7.76,Khá
354,SV00354,Sinh viên 354,9.0,5.8,7.3,6.7,6.88,Khá
355,SV00355,Sinh viên 355,7.0,4.3,4.9,3.6,4.24,Yếu
356,SV00356,Sinh viên 356,9.9,4.7,9.6,4.3,5.71,Trung bình
357,SV00357,Sinh viên 357,9.8,6.4,3.2,4.9,5.36,Trung bình
358,SV00358,Sinh viên 358,8.7,3.4,9.8,6.7,6.87,Khá
359,SV00359,Sinh viên 359,6.8,5.3,8.4,2.8,4.42,Yếu
360,SV00360,Sinh viên 360,5.2,5.6,6.6,6.7,6.37,Trung bình
361,SV00361,Sinh viên 361,9.4,5.0,7.3,6.3,6.56,Khá
362,SV00362,Sinh viên 362,9.2,8.0,8.4,4.1,5.84,Trung bình
363,SV00363,Sinh viên 363,8.3,3.2,4.4,9.4,7.61,Khá
364,SV00364,Sinh viên 364,7.0,5.2,7.4,7.6,7.15,Khá
365,SV00365,Sinh viên 365,9.0,5.5,3.8,8.0,7.09,Khá
366,SV00366,Sinh viên 366,6.9,5.7,4.6,9.3,7.82,Khá
367,SV00367,Sinh viên 367,9.6,5.8,7.7,6.5,6.88,Khá
368,SV00368,Sinh viên 368,5.5,8.7,7.4,4.6,5.72,Trung bình
369,SV00369,Sinh viên 369,7.2,4.9,9.4,2.9,4.61,Yếu
370,SV00370,Sinh viên 370,8.4,3.4,4.9,9.5,7.79,Khá
371,SV00371,Sinh viên 371,9.6,7.4,8.4,6.9,7.47,Khá
372,SV00372,Sinh viên 372,8.0,6.0,8.5,2.4,4.41,Yếu
373,SV00373,Sinh viên 373,9.5,8.6,8.3,3.3,5.46,Trung bình
374,SV00374,Sinh viên 374,5.1,8.3,5.8,3.4,4.67,Yếu
375,SV00375,Sinh viên 375,5.9,4.9,6.2,3.2,4.18,Yếu
376,SV00376,Sinh viên 376,9.5,9.2,7.2,3.1,5.27,Trung bình
377,SV00377,Sinh viên 377,7.6,5.7,6.6,2.1,3.87,Yếu
378,SV00378,Sinh viên 378,7.7,3.3,8.4,5.8,6.0,Trung bình
379,SV00379,Sinh viên 379,9.8,3.7,4.6,7.3,6.61,Khá
380,SV00380,Sinh viên 380,6.0,4.4,4.4,8.7,7.14,Khá
381,SV00381,Sinh viên 381,7.1,3.3,6.8,4.4,4.87,Yếu
382,SV00382,Sinh viên 382,7.9,4.0,3.4,8.1,6.76,Khá
383,SV00383,Sinh viên 383,5.3,5.7,3.1,9.5,7.55,Khá
384,SV00384,Sinh viên 384,6.5,6.9,5.7,4.3,5.12,Trung bình
385,SV00385,Sinh viên 385,6.4,7.1,8.5,3.1,4.84,Yếu
386,SV00386,Sinh viên 386,8.0,8.4,7.8,7.1,7.49,Khá
387,SV00387,Sinh viên 387,8.4,8.9,4.4,5.6,6.2,Trung bình
388,SV00388,Sinh viên 388,5.2,6.2,5.5,2.4,3.71,Yếu
389,SV00389,Sinh viên 389,6.8,7.7,3.3,3.5,4.43,Yếu
390,SV00390,Sinh viên 390,8.5,9.0,8.6,7.7,8.11,Giỏi
391,SV00391,Sinh viên 391,9.8,8.3,9.4,5.9,7.18,Khá
392,SV00392,Sinh viên 392,6.2,8.0,9.9,5.1,6.36,Trung bình
393,SV00393,Sinh viên 393,8.5,3.7,5.5,7.1,6.49,Trung bình
394,SV00394,Sinh viên 394,7.8,8.3,5.7,5.0,5.88,Trung bình
395,SV00395,Sinh viên 395,9.4,5.9,6.3,4.3,5.35,Trung bình
396,SV00396,Sinh viên 396,8.1,5.0,7.2,4.0,5.04,Trung bình
397,SV00397,Sinh viên 397,5.4,8.7,7.6,9.0,8.38,Giỏi
398,SV00398,Sinh viên 398,7.9,7.8,4.8,6.1,6.34,Trung bình
399,SV00399,Sinh viên 399,8.7,7.8,3.2,5.9,6.06,Trung bình
400,SV00400,Sinh viên 400,6.0,5.2,3.2,3.9,4.2,Yếu
401,SV00401,Sinh viên 401,5.3,8.9,9.3,8.4,8.3,Giỏi
402,SV00402,Sinh viên 402,9.1,7.6,6.6,5.0,6.04,Trung bình
403,SV00403,Sinh viên 403,7.4,3.6,4.5,9.0,7.35,Khá
404,SV00404,Sinh viên 404,6.1,8.9,4.6,8.2,7.55,Khá
405,SV00405,Sinh viên 405,9.9,5.1,8.1,7.4,7.41,Khá
406,SV00406,Sinh viên 406,8.4,5.0,6.5,2.6,4.12,Yếu
407,SV00407,Sinh viên 407,8.3,9.6,4.6,2.6,4.52,Yếu
408,SV00408,Sinh viên 408,8.4,7.5,8.5,7.3,7.62,Khá
409,SV00409,Sinh viên 409,5.4,7.4,7.3,6.1,6.4,Trung bình
410,SV00410,Sinh viên 410,9.2,3.5,6.8,7.3,6.84,Khá
411,SV00411,Sinh viên 411,5.9,3.2,5.0,3.4,3.86,Yếu
412,SV00412,Sinh viên 412,9.4,8.7,5.0,9.0,8.39,Giỏi
413,SV00413,Sinh viên 413,8.7,4.9,8.5,5.3,6.06,Trung bình
414,SV00414,Sinh viên 414,9.0,6.2,7.6,2.8,4.65,Yếu
415,SV00415,Sinh viên 415,8.4,3.9,3.8,5.6,5.35,Trung bình
416,SV00416,Sinh viên 416,8.2,6.5,8.9,6.4,6.97,Khá
417,SV00417,Sinh viên 417,8.7,6.5,6.4,8.6,7.96,Khá
418,SV00418,Sinh viên 418,7.1,5.9,9.0,5.5,6.24,Trung bình
419,SV00419,Sinh viên 419,5.3,9.3,9.4,8.3,8.32,Giỏi
420,SV00420,Sinh viên 420,7.2,3.7,9.4,2.6,4.25,Yếu
421,SV00421,Sinh viên 421,8.4,8.7,7.7,3.4,5.34,Trung bình
422,SV00422,Sinh viên 422,9.9,6.9,8.5,4.2,5.82,Trung bình
423,SV00423,Sinh viên 423,8.9,4.5,9.1,3.2,4.85,Yếu
424,SV00424,Sinh viên 424,7.8,9.7,5.7,4.7,5.91,Trung bình
425,SV00425,Sinh viên 425,9.9,4.4,5.8,6.5,6.42,Trung bình
426,SV00426,Sinh viên 426,5.6,4.6,4.3,4.5,4.59,Yếu
427,SV00427,Sinh viên 427,9.4,6.9,5.5,6.0,6.4,Trung bình
428,SV00428,Sinh viên 428,7.0,8.7,6.4,9.2,8.48,Giỏi
429,SV00429,Sinh viên 429,8.9,9.9,3.8,9.4,8.58,Giỏi
430,SV00430,Sinh viên 430,5.5,7.1,3.6,3.1,4.01,Yếu
431,SV00431,Sinh viên 431,9.7,4.9,8.1,4.2,5.44,Trung bình
432,SV00432,Sinh viên 432,9.7,7.2,4.2,4.7,5.5,Trung bình
433,SV00433,Sinh viên 433,9.4,9.1,6.8,6.0,6.92,Khá
434,SV00434,Sinh viên 434,7.5,5.9,9.7,5.8,6.57,Khá
435,SV00435,Sinh viên 435,6.6,5.5,5.9,7.1,6.63,Khá
436,SV00436,Sinh viên 436,9.0,3.1,8.7,4.3,5.25,Trung bình
437,SV00437,Sinh viên 437,8.0,4.5,5.3,3.4,4.31,Yếu
438,SV00438,Sinh viên 438,6.9,5.6,8.7,8.3,7.81,Khá
439,SV00439,Sinh viên 439,9.4,5.6,8.9,5.4,6.36,Trung bình
440,SV00440,Sinh viên 440,8.2,5.5,9.0,6.0,6.59,Khá
441,SV00441,Sinh viên 441,7.2,8.9,9.9,9.2,9.06,Giỏi
442,SV00442,Sinh viên 442,7.8,4.3,7.9,7.7,7.23,Khá
443,SV00443,Sinh viên 443,5.0,9.2,8.2,3.0,4.91,Yếu
444,SV00444,Sinh viên 444,6.1,7.8,10.0,3.3,5.26,Trung bình
445,SV00445,Sinh viên 445,7.1,9.4,8.1,8.8,8.62,Giỏi
446,SV00446,Sinh viên 446,6.8,3.9,4.5,8.4,6.98,Khá
447,SV00447,Sinh viên 447,7.0,3.1,5.5,9.4,7.63,Khá
448,SV00448,Sinh viên 448,9.1,5.6,6.6,6.1,6.4,Trung bình
449,SV00449,Sinh viên 449,5.7,3.0,4.5,5.4,4.94,Yếu
450,SV00450,Sinh viên 450,8.3,4.8,9.4,5.5,6.26,Trung bình
451,SV00451,Sinh viên 451,10.0,3.3,8.4,9.3,8.34,Giỏi
452,SV00452,Sinh viên 452,6.5,10.0,5.9,2.2,4.35,Yếu
453,SV00453,Sinh viên 453,6.5,3.6,3.7,8.5,6.84,Khá
454,SV00454,Sinh viên 454,5.8,8.3,8.4,7.0,7.29,Khá
455,SV00455,Sinh viên 455,8.7,8.7,5.6,9.0,8.41,Giỏi
456,SV00456,Sinh viên 456,7.5,8.0,6.8,3.8,5.25,Trung bình
457,SV00457,Sinh viên 457,9.2,8.3,8.6,5.7,6.88,Khá
458,SV00458,Sinh viên 458,9.8,3.6,5.2,6.5,6.2,Trung bình
459,SV00459,Sinh viên 459,5.2,5.9,8.9,8.0,7.54,Khá
460,SV00460,Sinh viên 460,5.9,4.0,3.0,5.2,4.76,Yếu
461,SV00461,Sinh viên 461,9.7,7.2,4.0,9.2,8.17,Giỏi
462,SV00462,Sinh viên 462,7.5,7.9,6.7,2.9,4.68,Yếu
463,SV00463,Sinh viên 463,9.0,3.4,9.2,9.6,8.55,Giỏi
464,SV00464,Sinh viên 464,8.4,7.1,9.7,4.9,6.3,Trung bình
465,SV00465,Sinh viên 465,9.1,4.4,3.1,7.8,6.71,Khá
466,SV00466,Sinh viên 466,8.6,9.6,7.3,8.2,8.31,Giỏi
467,SV00467,Sinh viên 467,7.9,9.5,5.9,7.3,7.48,Khá
468,SV00468,Sinh viên 468,9.7,4.3,5.2,2.5,3.9,Yếu
469,SV00469,Sinh viên 469,5.0,4.5,9.7,8.2,7.55,Khá
470,SV00470,Sinh viên 470,9.1,7.4,8.1,8.9,8.57,Giỏi
471,SV00471,Sinh viên 471,7.9,8.5,9.0,9.1,8.88,Giỏi
472,SV00472,Sinh viên 472,5.4,4.3,9.9,9.6,8.43,Giỏi
473,SV00473,Sinh viên 473,5.6,3.3,9.2,6.3,6.21,Trung bình
474,SV00474,Sinh viên 474,10.0,5.0,7.7,2.1,4.17,Yếu
475,SV00475,Sinh viên 475,5.7,9.8,8.0,2.2,4.56,Yếu
476,SV00476,Sinh viên 476,7.5,3.7,4.6,7.8,6.67,Khá
477,SV00477,Sinh viên 477,9.4,10.0,9.2,6.6,7.78,Khá
478,SV00478,Sinh viên 478,8.1,5.5,8.1,2.4,4.29,Yếu
479,SV00479,Sinh viên 479,9.0,9.0,3.2,2.3,4.11,Yếu
480,SV00480,Sinh viên 480,7.2,4.1,6.0,3.5,4.33,Yếu
481,SV00481,Sinh viên 481,9.8,9.2,4.1,2.6,4.54,Yếu
482,SV00482,Sinh viên 482,6.0,5.7,6.5,3.4,4.47,Yếu
483,SV00483,Sinh viên 483,7.3,4.3,8.9,7.9,7.45,Khá
484,SV00484,Sinh viên 484,7.5,8.6,6.4,9.0,8.4,Giỏi
485,SV00485,Sinh viên 485,9.4,4.8,3.0,5.0,5.11,Trung bình
486,SV00486,Sinh viên 486,9.3,7.7,4.3,4.1,5.19,Trung bình
487,SV00487,Sinh viên 487,8.0,3.3,4.5,10.0,7.97,Khá
488,SV00488,Sinh viên 488,7.1,6.0,8.3,5.0,5.86,Trung bình
489,SV00489,Sinh viên 489,8.7,4.1,7.7,9.6,8.4,Giỏi
490,SV00490,Sinh viên 490,9.1,7.5,3.4,4.2,5.06,Trung bình
491,SV00491,Sinh viên 491,6.7,6.6,6.2,2.6,4.15,Yếu
492,SV00492,Sinh viên 492,6.8,9.7,8.8,9.8,9.34,Giỏi
493,SV00493,Sinh viên 493,7.4,7.9,9.4,9.4,8.97,Giỏi
494,SV00494,Sinh viên 494,6.6,7.0,8.8,6.6,6.99,Khá
495,SV00495,Sinh viên 495,8.8,8.8,8.1,4.0,5.81,Trung bình
496,SV00496,Sinh viên 496,5.3,9.5,3.2,9.5,8.13,Giỏi
497,SV00497,Sinh viên 497,7.3,5.5,3.6,6.3,5.88,Trung bình
498,SV00498,Sinh viên 498,5.8,7.2,9.6,9.4,8.74,Giỏi
499,SV00499,Sinh viên 499,9.2,3.4,9.6,4.5,5.57,Trung bình
500,SV00500,Sinh viên 500,8.2,5.7,9.7,4.9,6.07,Trung bình
501,SV00501,Sinh viên 501,8.9,9.7,7.2,7.0,7.62,Khá
502,SV00502,Sinh viên 502,6.1,6.4,8.6,9.3,8.44,Giỏi
503,SV00503,Sinh viên 503,6.2,3.6,8.1,3.8,4.65,Yếu
504,SV00504,Sinh viên 504,6.2,4.3,4.7,3.8,4.25,Yếu
505,SV00505,Sinh viên 505,7.2,6.5,9.0,5.7,6.46,Trung bình
506,SV00506,Sinh viên 506,5.5,8.0,6.9,2.6,4.35,Yếu
507,SV00507,Sinh viên 507,8.1,4.7,9.1,4.0,5.28,Trung bình
508,SV00508,Sinh viên 508,7.4,7.1,4.0,5.9,5.95,Trung bình
509,SV00509,Sinh viên 509,10.0,9.1,6.1,6.8,7.36,Khá
510,SV00510,Sinh viên 510,8.6,9.8,5.6,9.5,8.87,Giỏi
511,SV00511,Sinh viên 511,7.9,5.5,6.4,8.9,7.92,Khá
512,SV00512,Sinh viên 512,5.3,4.7,7.0,7.4,6.73,Khá
513,SV00513,Sinh viên 513,5.1,9.2,4.6,3.6,4.74,Yếu
514,SV00514,Sinh viên 514,8.3,4.0,7.5,4.9,5.49,Trung bình
515,SV00515,Sinh viên 515,8.3,9.6,5.8,8.7,8.36,Giỏi
516,SV00516,Sinh viên 516,6.4,4.4,7.7,4.9,5.39,Trung bình
517,SV00517,Sinh viên 517,9.7,6.5,9.6,7.6,7.94,Khá
518,SV00518,Sinh viên 518,8.0,6.2,4.3,6.5,6.28,Trung bình
519,SV00519,Sinh viên 519,6.4,9.3,4.2,5.9,6.21,Trung bình
520,SV00520,Sinh viên 520,7.3,6.6,8.8,7.6,7.6,Khá
521,SV00521,Sinh viên 521,9.8,5.0,4.9,5.3,5.64,Trung bình
522,SV00522,Sinh viên 522,7.7,8.0,8.2,2.6,4.76,Yếu
523,SV00523,Sinh viên 523,8.8,5.5,7.6,6.5,6.74,Khá
524,SV00524,Sinh viên 524,7.2,3.4,5.6,6.6,6.03,Trung bình
525,SV00525,Sinh viên 525,5.3,8.4,7.4,7.1,7.16,Khá
526,SV00526,Sinh viên 526,5.5,5.6,5.6,5.4,5.47,Trung bình
527,SV00527,Sinh viên 527,8.5,8.0,6.9,2.4,4.53,Yếu
528,SV00528,Sinh viên 528,8.7,7.5,4.0,3.1,4.46,Yếu
529,SV00529,Sinh viên 529,6.0,3.9,4.9,7.9,6.66,Khá
530,SV00530,Sinh viên 530,9.6,7.3,8.0,7.8,7.93,Khá
531,SV00531,Sinh viên 531,6.3,4.4,8.7,3.1,4.46,Yếu
532,SV00532,Sinh viên 532,9.9,6.5,8.2,7.2,7.52,Khá
533,SV00533,Sinh viên 533,9.5,7.0,4.1,3.3,4.59,Yếu
534,SV00534,Sinh viên 534,6.2,4.6,8.2,6.6,6.5,Khá
535,SV00535,Sinh viên 535,9.5,8.4,4.9,8.2,7.86,Khá
536,SV00536,Sinh viên 536,9.6,4.6,6.8,6.4,6.51,Khá
537,SV00537,Sinh viên 537,7.9,9.6,8.8,2.9,5.29,Trung bình
538,SV00538,Sinh viên 538,7.1,3.2,4.8,6.5,5.81,Trung bình
539,SV00539,Sinh viên 539,6.5,3.1,9.8,4.6,5.34,Trung bình
540,SV00540,Sinh viên 540,6.3,4.5,9.6,8.6,7.9,Khá
541,SV00541,Sinh viên 541,7.5,7.1,8.8,6.7,7.15,Khá
542,SV00542,Sinh viên 542,6.9,4.9,8.8,9.2,8.27,Giỏi
543,SV00543,Sinh viên 543,9.4,3.5,9.7,4.3,5.5,Trung bình
544,SV00544,Sinh viên 544,6.4,3.3,4.2,7.2,6.09,Trung bình
545,SV00545,Sinh viên 545,6.1,3.0,4.2,2.7,3.31,Yếu
546,SV00546,Sinh viên 546,6.2,5.7,3.8,6.1,5.71,Trung bình
547,SV00547,Sinh viên 547,7.4,7.6,8.2,4.5,5.81,Trung bình
548,SV00548,Sinh viên 548,8.1,6.8,5.8,2.9,4.44,Yếu
549,SV00549,Sinh viên 549,7.0,6.0,5.4,8.1,7.27,Khá
550,SV00550,Sinh viên 550,5.0,6.4,7.5,7.6,7.14,Khá
551,SV00551,Sinh viên 551,8.9,7.2,4.1,3.8,4.87,Yếu
552,SV00552,Sinh viên 552,8.6,4.3,4.3,9.2,7.67,Khá
553,SV00553,Sinh viên 553,7.7,6.3,7.5,7.4,7.28,Khá
554,SV00554,Sinh viên 554,5.4,9.9,6.4,5.0,5.98,Trung bình
555,SV00555,Sinh viên 555,5.9,6.2,6.2,2.2,3.77,Yếu
556,SV00556,Sinh viên 556,8.6,9.4,10.0,3.5,5.87,Trung bình
557,SV00557,Sinh viên 557,7.2,6.4,4.7,2.4,3.83,Yếu
558,SV00558,Sinh viên 558,6.0,4.1,4.2,8.1,6.71,Khá
559,SV00559,Sinh viên 559,6.0,4.9,8.3,2.3,3.96,Yếu
560,SV00560,Sinh viên 560,6.3,3.3,3.5,3.9,3.99,Yếu
561,SV00561,Sinh viên 561,7.0,9.5,8.9,2.3,4.84,Yếu
562,SV00562,Sinh viên 562,7.4,8.7,7.4,3.5,5.26,Trung bình
563,SV00563,Sinh viên 563,8.7,7.8,4.0,4.5,5.34,Trung bình
564,SV00564,Sinh viên 564,8.1,7.0,9.0,8.6,8.37,Giỏi
565,SV00565,Sinh viên 565,9.4,5.1,5.4,9.5,8.21,Giỏi
566,SV00566,Sinh viên 566,5.4,5.6,7.4,9.5,8.19,Giỏi
567,SV00567,Sinh viên 567,9.0,9.6,3.6,5.1,5.94,Trung bình
568,SV00568,Sinh viên 568,5.4,5.8,7.2,5.1,5.55,Trung bình
569,SV00569,Sinh viên 569,9.9,8.1,6.3,7.2,7.47,Khá
570,SV00570,Sinh viên 570,10.0,9.4,8.1,6.0,7.22,Khá
571,SV00571,Sinh viên 571,8.3,4.0,4.7,9.5,7.83,Khá
572,SV00572,Sinh viên 572,6.9,8.4,5.9,8.1,7.69,Khá
573,SV00573,Sinh viên 573,9.0,8.4,8.1,8.6,8.54,Giỏi
574,SV00574,Sinh viên 574,9.6,5.6,9.8,8.1,8.13,Giỏi
575,SV00575,Sinh viên 575,9.7,4.0,5.2,3.1,4.21,Yếu
576,SV00576,Sinh viên 576,9.4,5.7,9.9,4.6,6.04,Trung bình
577,SV00577,Sinh viên 577,7.4,7.4,4.2,2.5,3.98,Yếu
578,SV00578,Sinh viên 578,5.6,6.0,5.7,4.8,5.2,Trung bình
579,SV00579,Sinh viên 579,9.8,6.4,9.6,2.7,5.0,Trung bình
580,SV00580,Sinh viên 580,8.6,3.6,5.3,9.8,8.07,Giỏi
581,SV00581,Sinh viên 581,5.0,5.1,8.7,8.5,7.67,Khá
582,SV00582,Sinh viên 582,9.2,8.3,4.7,2.4,4.31,Yếu
583,SV00583,Sinh viên 583,8.5,7.8,4.8,3.4,4.78,Yếu
584,SV00584,Sinh viên 584,5.2,8.8,8.4,4.0,5.5,Trung bình
585,SV00585,Sinh viên 585,6.4,8.6,5.1,4.9,5.63,Trung bình
586,SV00586,Sinh viên 586,6.5,6.2,3.8,5.8,5.63,Trung bình
587,SV00587,Sinh viên 587,6.2,6.6,9.3,8.7,8.22,Giỏi
588,SV00588,Sinh viên 588,6.3,4.0,4.9,9.1,7.42,Khá
589,SV00589,Sinh viên 589,8.9,4.4,3.8,2.1,3.38,Yếu
590,SV00590,Sinh viên 590,9.1,9.2,9.8,9.7,9.58,Giỏi
591,SV00591,Sinh viên 591,6.8,5.2,9.4,5.6,6.23,Trung bình
592,SV00592,Sinh viên 592,6.0,8.7,4.1,2.3,3.9,Yếu
593,SV00593,Sinh viên 593,5.2,8.3,8.6,4.4,5.7,Trung bình
594,SV00594,Sinh viên 594,9.3,7.2,3.5,3.2,4.46,Yếu
595,SV00595,Sinh viên 595,7.4,4.1,9.4,5.8,6.25,Trung bình
596,SV00596,Sinh viên 596,6.1,8.5,3.4,9.0,7.79,Khá
597,SV00597,Sinh viên 597,7.3,5.4,3.8,2.6,3.67,Yếu
598,SV00598,Sinh viên 598,8.3,4.7,7.6,2.4,4.12,Yếu
599,SV00599,Sinh viên 599,6.4,4.5,3.6,9.6,7.62,Khá
600,SV00600,Sinh viên 600,9.6,3.2,6.4,2.1,3.66,Yếu
601,SV00601,Sinh viên 601,5.1,4.6,7.0,5.2,5.37,Trung bình
602,SV00602,Sinh viên 602,8.6,8.5,10.0,8.0,8.43,Giỏi
603,SV00603,Sinh viên 603,8.7,8.4,5.1,2.2,4.21,Yếu
604,SV00604,Sinh viên 604,9.8,9.1,9.2,4.0,6.12,Trung bình
605,SV00605,Sinh viên 605,6.6,5.8,3.7,2.1,3.34,Yếu
606,SV00606,Sinh viên 606,9.3,5.8,7.1,5.4,6.11,Trung bình
607,SV00607,Sinh viên 607,9.7,7.5,4.5,9.8,8.65,Giỏi
608,SV00608,Sinh viên 608,6.2,5.0,7.6,4.8,5.39,Trung bình
609,SV00609,Sinh viên 609,6.1,5.2,9.5,9.8,8.7,Giỏi
610,SV00610,Sinh viên 610,7.0,9.6,4.9,5.1,5.93,Trung bình
611,SV00611,Sinh viên 611,7.0,7.8,9.1,9.9,9.18,Giỏi
612,SV00612,Sinh viên 612,6.7,4.8,3.1,2.6,3.42,Yếu
613,SV00613,Sinh viên 613,5.8,8.5,7.4,4.5,5.66,Trung bình
614,SV00614,Sinh viên 614,5.7,3.5,4.5,4.4,4.41,Yếu
615,SV00615,Sinh viên 615,8.9,8.5,3.5,5.1,5.75,Trung bình
616,SV00616,Sinh viên 616,8.7,7.5,8.0,3.4,5.23,Trung bình
617,SV00617,Sinh viên 617,8.2,9.4,7.2,8.4,8.35,Giỏi
618,SV00618,Sinh viên 618,7.5,3.6,8.3,4.8,5.42,Trung bình
619,SV00619,Sinh viên 619,8.9,3.4,5.8,4.6,5.03,Trung bình
620,SV00620,Sinh viên 620,7.8,4.0,4.5,7.0,6.25,Trung bình
621,SV00621,Sinh viên 621,9.6,8.1,8.8,8.0,8.29,Giỏi
622,SV00622,Sinh viên 622,7.8,8.7,8.0,6.4,7.12,Khá
623,SV00623,Sinh viên 623,6.2,8.3,7.4,9.4,8.62,Giỏi
624,SV00624,Sinh viên 624,9.0,3.6,5.0,5.3,5.37,Trung bình
625,SV00625,Sinh viên 625,9.3,4.9,6.2,9.5,8.3,Giỏi
626,SV00626,Sinh viên 626,7.7,7.0,7.8,8.1,7.85,Khá
627,SV00627,Sinh viên 627,5.9,9.5,6.9,2.4,4.49,Yếu
628,SV00628,Sinh viên 628,6.9,5.0,5.6,2.4,3.72,Yếu
629,SV00629,Sinh viên 629,9.9,8.7,9.6,3.5,5.83,Trung bình
630,SV00630,Sinh viên 630,5.5,8.0,3.7,5.4,5.54,Trung bình
631,SV00631,Sinh viên 631,5.7,7.5,3.8,5.4,5.51,Trung bình
632,SV00632,Sinh viên 632,5.9,5.7,7.6,3.5,4.69,Yếu
633,SV00633,Sinh viên 633,5.4,5.3,9.1,9.1,8.16,Giỏi
634,SV00634,Sinh viên 634,5.2,6.3,8.5,4.2,5.26,Trung bình
635,SV00635,Sinh viên 635,5.9,8.2,3.4,8.4,7.37,Khá
636,SV00636,Sinh viên 636,7.8,9.6,7.4,8.5,8.43,Giỏi
637,SV00637,Sinh viên 637,9.8,7.3,9.7,4.8,6.41,Trung bình
638,SV00638,Sinh viên 638,5.0,9.9,7.3,8.7,8.3,Giỏi
639,SV00639,Sinh viên 639,6.1,4.3,3.5,9.2,7.3,Khá
640,SV00640,Sinh viên 640,8.5,9.3,5.2,8.4,8.06,Giỏi
641,SV00641,Sinh viên 641,8.7,3.7,8.4,7.8,7.37,Khá
642,SV00642,Sinh viên 642,8.5,9.8,4.7,3.4,5.06,Trung bình
643,SV00643,Sinh viên 643,6.6,8.4,7.5,4.9,5.98,Trung bình
644,SV00644,Sinh viên 644,9.4,8.8,9.0,7.7,8.23,Giỏi
645,SV00645,Sinh viên 645,9.3,4.7,3.6,3.0,3.98,Yếu
646,SV00646,Sinh viên 646,5.7,8.2,3.4,4.9,5.25,Trung bình
647,SV00647,Sinh viên 647,9.8,9.2,7.0,9.0,8.81,Giỏi
648,SV00648,Sinh viên 648,8.7,5.7,5.5,7.4,6.99,Khá
649,SV00649,Sinh viên 649,8.0,8.9,9.4,7.1,7.8,Khá
650,SV00650,Sinh viên 650,7.2,6.6,4.5,5.6,5.74,Trung bình
651,SV00651,Sinh viên 651,6.2,9.1,5.5,6.8,6.89,Khá
652,SV00652,Sinh viên 652,8.7,9.8,6.5,4.3,5.89,Trung bình
653,SV00653,Sinh viên 653,8.8,8.7,7.8,3.4,5.4,Trung bình
654,SV00654,Sinh viên 654,9.5,3.2,9.2,9.0,8.21,Giỏi
655,SV00655,Sinh viên 655,7.5,8.8,3.1,3.0,4.33,Yếu
656,SV00656,Sinh viên 656,9.9,9.9,7.2,2.6,5.12,Trung bình
657,SV00657,Sinh viên 657,7.9,4.9,7.7,2.3,4.06,Yếu
658,SV00658,Sinh viên 658,9.4,8.5,9.2,9.7,9.41,Giỏi
659,SV00659,Sinh viên 659,5.1,8.1,6.8,4.7,5.56,Trung bình
660,SV00660,Sinh viên 660,6.6,7.5,5.3,4.0,4.98,Yếu
661,SV00661,Sinh viên 661,5.8,7.8,3.7,2.3,3.68,Yếu
662,SV00662,Sinh viên 662,8.1,6.4,9.8,6.6,7.2,Khá
663,SV00663,Sinh viên 663,7.1,10.0,8.3,9.3,9.04,Giỏi
664,SV00664,Sinh viên 664,8.8,3.6,3.9,6.8,6.08,Trung bình
665,SV00665,Sinh viên 665,5.4,9.0,7.8,2.5,4.56,Yếu
666,SV00666,Sinh viên 666,5.5,4.3,9.0,2.0,3.75,Yếu
667,SV00667,Sinh viên 667,8.4,5.0,7.2,9.1,8.13,Giỏi
668,SV00668,Sinh viên 668,9.1,8.8,6.4,7.0,7.39,Khá
669,SV00669,Sinh viên 669,7.7,8.1,6.4,3.5,5.04,Trung bình
670,SV00670,Sinh viên 670,8.1,6.7,8.8,9.1,8.59,Giỏi
671,SV00671,Sinh viên 671,8.1,3.4,5.2,9.5,7.8,Khá
672,SV00672,Sinh viên 672,9.1,6.5,3.7,5.8,5.92,Trung bình
673,SV00673,Sinh viên 673,9.1,5.8,4.0,7.2,6.7,Khá
674,SV00674,Sinh viên 674,8.5,9.5,5.8,8.7,8.37,Giỏi
675,SV00675,Sinh viên 675,6.8,9.2,7.0,2.1,4.37,Yếu
676,SV00676,Sinh viên 676,8.7,7.7,9.6,4.1,5.92,Trung bình
